bond,Atom1,Atom2,confident_prediction,Rcov_sum,delta,R0_estimated,R0_empirical,B
Pt_C,Pt,C,1,2.09,0.3152545482865434,1.774745451713456,1.76,0.37
Au_C,Au,C,1,2.09,0.3140556044707369,1.775944395529263,,
Co_N,Co,N,1,2.09,0.3347191254630998,1.7552808745369,1.7125,0.37
Te_N,Te,N,1,2.09,-0.03185207753654812,2.121852077536548,2.12,0.37
Re_Ne,Re,Ne,0,2.09,0.2533077371371264,1.836692262862873,,
P_Cl,P,Cl,1,2.09,0.06553331962138342,2.024466680378616,2.02,0.37
Cr_N,Cr,N,1,2.1,0.2828030570706359,1.817196942929364,1.8225,0.37
Pd_N,Pd,N,1,2.1,0.3093161852849627,1.790683814715037,1.81,0.37
Sn_N,Sn,N,1,2.1,0.03092804265217741,2.069071957347822,2.0675,0.37
Sb_N,Sb,N,1,2.1,0.0245979601762647,2.075402039823735,2.114,0.37
I_N,I,N,1,2.1,0.02618412454395802,2.073815875456042,,
Cd_O,Cd,O,1,2.1,0.2109430317773333,1.889056968222667,1.8895,0.37
Os_O,Os,O,1,2.1,0.2733201951289846,1.826679804871016,1.811,0.37
V_F,V,F,1,2.1,0.4025175373069488,1.697482462693051,1.701,0.37
S_S,S,S,1,2.1,0.01797312447700811,2.082026875522992,2.07,0.37
Am_H,Am,H,1,2.11,0.1963157683498725,1.913684231650127,,
Co_C,Co,C,1,2.11,0.3684365057795905,1.741563494220409,1.634,0.37
Te_C,Te,C,1,2.11,-0.0564030850586279,2.166403085058628,2.21,0.37
Xe_N,Xe,N,0,2.11,0.03666576329033622,2.073334236709663,,
Po_N,Po,N,1,2.11,-0.1918376700852764,2.301837670085276,,
Ag_O,Ag,O,1,2.11,0.2939915001347702,1.81600849986523,1.8235,0.37
Tl_O,Tl,O,1,2.11,-0.0007144111214433257,2.110714411121443,2.1246,0.37
Mo_F,Mo,F,1,2.11,0.3114415218145635,1.798558478185436,1.81,0.37
V_Ne,V,Ne,0,2.11,0.403358454196557,1.706641545803443,,
S_Ar,S,Ar,0,2.11,0.0772139261062221,2.032786073893778,,
Li_B,Li,B,1,2.12,0.3703565317418173,1.749643468258183,,
Be_Kr,Be,Kr,0,2.12,0.2583504331218227,1.861649566878177,,
Cr_C,Cr,C,1,2.12,0.3042480800944357,1.815751919905565,,
Pd_C,Pd,C,1,2.12,0.3373469619635415,1.782653038036459,1.73,0.37
Sn_C,Sn,C,1,2.12,0.005290601822505014,2.114709398177495,2.077,0.37
Sb_C,Sb,C,1,2.12,-0.002211516627017185,2.122211516627017,,
I_C,I,C,1,2.12,-0.0001173659172938324,2.120117365917294,2.12,0.37
Mg_N,Mg,N,1,2.12,0.3019632551830558,1.818036744816944,1.815,0.37
Ir_N,Ir,N,1,2.12,0.1022298649042175,2.017770135095783,2.06,0.37
Ru_O,Ru,O,1,2.12,0.3179902388987828,1.802009761101217,1.834666666666666,0.3699999999999999
Pb_O,Pb,O,1,2.12,0.03902993641857061,2.08097006358143,2.077,0.37
Mo_Ne,Mo,Ne,0,2.12,0.3122824387041717,1.807717561295828,,
P_S,P,S,1,2.12,0.008868664900149426,2.111131335099851,2.1325,0.37
Ar_Ar,Ar,Ar,0,2.12,-0.03702934673293279,2.157029346732933,,
Xe_C,Xe,C,0,2.13,-0.005474873979116779,2.135474873979117,,
Po_C,Po,C,1,2.13,-0.1955821735950525,2.325582173595052,,
Fe_N,Fe,N,1,2.13,0.3422527381385185,1.787747261861481,1.743,0.37
Rh_N,Rh,N,1,2.13,0.2655505053667661,1.864449494633234,1.88,0.37
In_N,In,N,1,2.13,0.1198659834610323,2.010134016538967,2.03,0.37
Tc_O,Tc,O,1,2.13,0.3195729559660673,1.810427044033933,1.867,0.3699999999999999
Si_Cl,Si,Cl,1,2.13,0.09155771062674542,2.038442289373255,2.03,0.37
P_Ar,P,Ar,0,2.13,0.08868448981465141,2.041315510185349,,
Mg_C,Mg,C,1,2.14,0.2974922979955876,1.842507702004412,,
Ir_C,Ir,C,1,2.14,0.1315825218147251,2.008417478185275,,
Bi_O,Bi,O,1,2.14,0.03766595404449385,2.102334045955506,2.077,0.37
P_P,P,P,1,2.14,-0.04884432171092717,2.188844321710927,2.19,0.37
Yb_He,Yb,He,0,2.15,0.4474092540156553,1.702590745984345,,
Lu_He,Lu,He,0,2.15,0.4525055826100437,1.697494417389957,,
Pu_He,Pu,He,0,2.15,0.3639289443583809,1.786071055641619,,
Be_As,Be,As,1,2.15,0.1476709794132514,2.002329020586749,2.0,0.37
Fe_C,Fe,C,1,2.15,0.3788807257838034,1.771119274216197,1.689,0.37
Rh_C,Rh,C,1,2.15,0.2984855976885937,1.851514402311406,,
In_C,In,C,1,2.15,0.1139948727458756,2.036005127254124,,
Cd_N,Cd,N,1,2.15,0.2006868289317398,1.94931317106826,1.9555,0.37
Os_N,Os,N,1,2.15,0.2365768820992673,1.913423117900733,,
Be_Ge,Be,Ge,1,2.16,0.1899316541208448,1.970068345879155,,
Be_Se,Be,Se,1,2.16,0.1985172054192783,1.961482794580722,1.97,0.37
Be_Br,Be,Br,1,2.16,0.2524450079505401,1.90755499204946,1.9,0.37
Cu_B,Cu,B,1,2.16,0.5006972428764286,1.659302757123572,,
Hg_B,Hg,B,1,2.16,0.1126721039834629,2.047327896016537,,
Ag_N,Ag,N,1,2.16,0.3277668678646146,1.832233132135386,1.85,0.37
Tl_N,Tl,N,1,2.16,-0.0716107297150056,2.231610729715006,2.196666666666667,0.3699999999999999
Mn_O,Mn,O,1,2.16,0.3874805656948613,1.772519434305139,1.76175,0.37
At_O,At,O,1,2.16,-0.104419303023697,2.264419303023697,,
Rn_O,Rn,O,0,2.16,-0.003271440326347963,2.163271440326348,,
Si_S,Si,S,1,2.16,0.03810518995340134,2.121894810046599,2.126,0.37
Er_He,Er,He,0,2.17,0.4357924275559406,1.734207572444059,,
Be_Al,Be,Al,0,2.17,0.2495277601721557,1.920472239827844,,
Cd_C,Cd,C,1,2.17,0.2236795342063087,1.946320465793691,,
Os_C,Os,C,1,2.17,0.2702751194774974,1.899724880522502,,
Ru_N,Ru,N,1,2.17,0.278483443051207,1.891516556948793,1.88,0.37
Pb_N,Pb,N,1,2.17,-0.03034777091404411,2.200347770914044,2.22,0.37
Re_O,Re,O,1,2.17,0.2572847116932636,1.912715288306736,1.915,0.37
Ti_F,Ti,F,1,2.17,0.4512878415888474,1.718712158411153,1.7415,0.37
Si_Ar,Si,Ar,0,2.17,0.1127342541318014,2.057265745868198,,
Yb_H,Yb,H,1,2.18,0.3529506616885893,1.827049338311411,1.82,0.37
Lu_H,Lu,H,1,2.18,0.3444017840496644,1.835598215950336,1.82,0.37
Pu_H,Pu,H,1,2.18,0.2613134188353936,1.918686581164607,,
Y_He,Y,He,0,2.18,0.4160044607801689,1.763995539219831,,
Tm_He,Tm,He,0,2.18,0.4547694175671493,1.72523058243285,,
Np_He,Np,He,0,2.18,0.3755618851050141,1.804438114894986,,
Be_Zn,Be,Zn,0,2.18,0.2247763477044456,1.955223652295554,,
Be_Ga,Be,Ga,0,2.18,0.2637866395708395,1.91621336042916,,
Ag_C,Ag,C,1,2.18,0.3460407393142642,1.833959260685736,,
Tl_C,Tl,C,1,2.18,-0.09693651519658864,2.276936515196589,,
Tc_N,Tc,N,1,2.18,0.2749512112894482,1.905048788710551,,
Ti_Ne,Ti,Ne,0,2.18,0.4521287584784556,1.727871241521544,,
Si_P,Si,P,1,2.18,-0.03501326435212587,2.215013264352126,2.23,0.37
Kr_Cl,Kr,Cl,0,2.18,-0.06554738018890727,2.245547380188907,,
Ru_C,Ru,C,1,2.19,0.3077003423186019,1.882299657681398,,
Pb_C,Pb,C,1,2.19,-0.05724359031469933,2.247243590314699,,
Bi_N,Bi,N,1,2.19,-0.03474223714750801,2.224742237147508,2.24,0.37
V_O,V,O,1,2.19,0.4096654990300629,1.780334500969937,1.770428571428571,0.37
W_F,W,F,1,2.19,0.3301870223040185,1.859812977695982,1.83,0.37
Er_H,Er,H,1,2.2,0.3304791725224989,1.869520827477501,1.86,0.37
Dy_He,Dy,He,0,2.2,0.4456081153888655,1.754391884611135,,
Ho_He,Ho,He,0,2.2,0.453313309698736,1.746686690301264,,
Be_Ni,Be,Ni,0,2.2,0.2152719066564274,1.984728093343573,,
Pt_B,Pt,B,1,2.2,0.3556692693126469,1.844330730687353,,
Au_B,Au,B,1,2.2,0.3777643036003749,1.822235696399625,,
Tc_C,Tc,C,1,2.2,0.3061238159129187,1.893876184087081,,
Mo_O,Mo,O,1,2.2,0.3128071986268166,1.887192801373184,1.881142857142857,0.37
W_Ne,W,Ne,0,2.2,0.3320279251429695,1.867972074857031,,
Y_H,Y,H,1,2.21,0.2961416890723891,1.913858310927611,1.86,0.37
Tm_H,Tm,H,1,2.21,0.3458151322105604,1.864184867789439,1.85,0.37
Np_H,Np,H,1,2.21,0.2718972203928438,1.938102779607156,,
Bi_C,Bi,C,1,2.21,-0.06429133738802545,2.274291337388025,,
Mn_N,Mn,N,1,2.21,0.3660770322869353,1.843922967713065,1.773111111111111,0.37
At_N,At,N,1,2.21,-0.1654079111143998,2.3754079111144,,
Rn_N,Rn,N,0,2.21,-0.03924814029541135,2.249248140295411,,
Nb_F,Nb,F,1,2.21,0.3860575879706204,1.82394241202938,1.87,0.37
S_Kr,S,Kr,0,2.21,0.1104690470386821,2.099530952961318,,
As_Cl,As,Cl,1,2.21,0.0652960193396997,2.1447039806603,2.15,0.37
Tb_He,Tb,He,0,2.22,0.4426548359433558,1.777345164056644,,
Co_B,Co,B,1,2.22,0.3975148915633489,1.822485108436651,,
B_Te,B,Te,1,2.22,0.05177345491105154,2.168226545088948,2.2,0.37
Re_N,Re,N,1,2.22,0.203078119526316,2.016921880473684,2.06,0.37
Nb_Ne,Nb,Ne,0,2.22,0.3868985048602286,1.833101495139771,,
Si_Si,Si,Si,1,2.22,0.1322969141240209,2.087703085875979,,
Ge_Cl,Ge,Cl,1,2.22,0.08634241126932485,2.133657588730675,2.14,0.37
Se_Cl,Se,Cl,1,2.22,0.05340104810808413,2.166598951891916,2.19,0.37
Br_Cl,Br,Cl,1,2.22,0.0425958619309828,2.177404138069017,2.19,0.37
Kr_Ar,Kr,Ar,0,2.22,-0.05086412438453269,2.270864124384532,,
Dy_H,Dy,H,1,2.23,0.3378286981125339,1.892171301887466,1.89,0.37
Ho_H,Ho,H,1,2.23,0.3397569297173366,1.890243070282663,1.88,0.37
Sr_He,Sr,He,0,2.23,0.3873171928070078,1.842682807192992,,
Cr_B,Cr,B,1,2.23,0.3262705192465831,1.903729480753417,,
B_Pd,B,Pd,1,2.23,0.2483900199149174,1.981609980085083,,
Sn_B,Sn,B,1,2.23,0.1015903299465911,2.128409670053409,,
Sb_B,Sb,B,1,2.23,0.1087104099262102,2.12128959007379,,
B_I,B,I,1,2.23,0.134361039303056,2.095638960696944,2.1,0.37
Mn_C,Mn,C,1,2.23,0.3921432098514073,1.837856790148593,,
At_C,At,C,1,2.23,-0.1734522915489923,2.403452291548992,,
Rn_C,Rn,C,0,2.23,-0.07482744977701611,2.304827449777016,,
Na_F,Na,F,1,2.23,0.5380753869152544,1.691924613084746,1.677,0.37
Al_Cl,Al,Cl,1,2.23,0.188905783104475,2.041094216895525,2.032,0.37
P_Kr,P,Kr,0,2.23,0.1176426246420553,2.112357375357945,,
Gd_He,Gd,He,0,2.24,0.4463034396828404,1.79369656031716,,
U_He,U,He,0,2.24,0.4107272381505395,1.829272761849461,,
Li_Be,Li,Be,0,2.24,0.3295044903950246,1.910495509604976,,
B_Xe,B,Xe,0,2.24,0.1368809929455301,2.10311900705447,,
Po_B,Po,B,1,2.24,-0.01150501364404666,2.251505013644047,,
Re_C,Re,C,1,2.24,0.2346665858647516,2.005333414135249,,
V_N,V,N,1,2.24,0.3606670751958056,1.879332924804195,1.849333333333333,0.3699999999999999
Na_Ne,Na,Ne,0,2.24,0.5369328146861281,1.703067185313872,,
As_S,As,S,1,2.24,0.001927245656897447,2.238072754343103,2.261,0.37
Zn_Cl,Zn,Cl,1,2.24,0.2028214499457488,2.037178550054251,2.01,0.37
Ga_Cl,Ga,Cl,1,2.24,0.1406707043693161,2.099329295630684,2.07,0.37
Tb_H,Tb,H,1,2.25,0.3251207441614487,1.924879255838551,1.91,0.37
Mg_B,Mg,B,1,2.25,0.3279899753272862,1.922010024672714,,
Ir_B,Ir,B,1,2.25,0.1667981476247531,2.083201852375247,,
Mo_N,Mo,N,1,2.25,0.255969547934788,1.994030452065212,2.02525,0.37
Bk_F,Bk,F,1,2.25,0.2704369820703421,1.979563017929658,1.96,0.37
Cf_F,Cf,F,1,2.25,0.2785660979442135,1.971433902055787,1.95,0.37
Ge_S,Ge,S,1,2.25,0.03146936663338995,2.21853063336661,2.2235,0.37
S_Se,S,Se,1,2.25,0.0414747181296336,2.208525281870366,2.23,0.37
S_Br,S,Br,1,2.25,0.08949307263322667,2.160506927366773,2.17,0.37
As_Ar,As,Ar,0,2.25,0.08698665883204923,2.163013341167951,,
Sr_H,Sr,H,1,2.26,0.2629517183557935,1.997048281644206,2.01,0.37
Sm_He,Sm,He,0,2.26,0.4413997544023359,1.818600245597664,,
Eu_He,Eu,He,0,2.26,0.4471110635547358,1.812888936445264,,
Fe_B,Fe,B,1,2.26,0.3878061153172905,1.872193884682709,,
Rh_B,Rh,B,1,2.26,0.3302426493275241,1.929757350672476,,
In_B,In,B,1,2.26,0.1699253058931168,2.090074694106883,,
V_C,V,C,1,2.26,0.3809370099550274,1.879062990044972,,
Ti_O,Ti,O,1,2.26,0.4574597682926809,1.802540231707319,1.798666666666667,0.3699999999999999
Cm_F,Cm,F,1,2.26,0.1535988418597482,2.106401158140252,2.12,0.37
Bk_Ne,Bk,Ne,0,2.26,0.2712473525311265,1.988752647468873,,
Cf_Ne,Cf,Ne,0,2.26,0.279376468404998,1.980623531595002,,
Al_S,Al,S,1,2.26,0.1434271853577244,2.116572814642276,2.13,0.37
P_As,P,As,1,2.26,-0.01692492352288494,2.276924923522885,2.25,0.37
Ni_Cl,Ni,Cl,1,2.26,0.2535429026163684,2.006457097383632,2.02,0.37
Ge_Ar,Ge,Ar,0,2.26,0.1065973055664246,2.153402694433575,,
Se_Ar,Se,Ar,0,2.26,0.07715327596925117,2.182846724030749,,
Br_Ar,Br,Ar,0,2.26,0.06833857320413603,2.191661426795864,,
Gd_H,Gd,H,1,2.27,0.3446182177962011,1.925381782203799,1.93,0.37
U_H,U,H,1,2.27,0.2946919726373231,1.975308027362677,1.97,0.37
Pm_He,Pm,He,0,2.27,0.4391066130186432,1.830893386981357,,
Mo_C,Mo,C,1,2.27,0.2769053877314006,1.9930946122686,,
Sc_F,Sc,F,1,2.27,0.5047299487278506,1.765270051272149,1.76,0.37
Ta_F,Ta,F,1,2.27,0.4268466879271129,1.843153312072887,1.88,0.37
Cm_Ne,Cm,Ne,0,2.27,0.1535840797708772,2.116415920229123,,
Al_Ar,Al,Ar,0,2.27,0.2076846735983903,2.06231532640161,,
Si_Kr,Si,Kr,0,2.27,0.1361135085976924,2.133886491402308,,
Ge_P,Ge,P,1,2.27,-0.0374674131608001,2.3074674131608,2.32,0.37
P_Se,P,Se,1,2.27,0.02338246821900819,2.246617531780992,2.3,0.37
P_Br,P,Br,1,2.27,0.0840914890621626,2.185908510937837,2.15,0.37
Zn_S,Zn,S,1,2.27,0.1893546508544657,2.080645349145534,2.09,0.37
Ga_S,Ga,S,1,2.27,0.08972111857840118,2.180278881421599,2.1665,0.37
Pa_He,Pa,He,0,2.28,0.4168078973447413,1.863192102655259,,
Be_Cu,Be,Cu,0,2.28,0.2962374643342291,1.983762535665771,,
Be_Hg,Be,Hg,0,2.28,0.240035418025755,2.039964581974245,,
Cd_B,Cd,B,1,2.28,0.2606885205917839,2.019311479408216,,
Os_B,Os,B,1,2.28,0.2782200137331303,2.001779986266869,,
W_O,W,O,1,2.28,0.3352810082479518,1.944718991752048,1.8952,0.37
Sc_Ne,Sc,Ne,0,2.28,0.5055708656174588,1.774429134382541,,
Ta_Ne,Ta,Ne,0,2.28,0.4286875907660639,1.851312409233936,,
Al_P,Al,P,1,2.28,0.07235646775951202,2.207643532240488,2.24,0.37
Zn_Ar,Zn,Ar,0,2.28,0.2141375039738303,2.06586249602617,,
Ga_Ar,Ga,Ar,0,2.28,0.1610327971479932,2.118967202852007,,
Sm_H,Sm,H,1,2.29,0.3262925952143219,1.963707404785678,1.96,0.37
Eu_H,Eu,H,1,2.29,0.3317228868319582,1.958277113168042,1.95,0.37
Nd_He,Nd,He,0,2.29,0.4355473860097461,1.854452613990254,,
Ag_B,Ag,B,1,2.29,0.3970424980585797,1.89295750194142,,
Tl_B,Tl,B,1,2.29,-0.009980385129398694,2.299980385129399,,
Zn_P,Zn,P,1,2.29,0.1270133220836626,2.162986677916337,2.15,0.37
Ga_P,Ga,P,1,2.29,0.01683641620818754,2.273163583791812,2.26,0.37
Ni_S,Ni,S,1,2.29,0.2447627515645439,2.045237248435456,2.005666666666667,0.3699999999999999
Pm_H,Pm,H,1,2.3,0.3246004931664874,1.975399506833512,,
Li_Cl,Li,Cl,1,2.3,0.4283190174606898,1.87168098253931,1.91,0.37
Ru_B,Ru,B,1,2.3,0.3278386957815315,1.972161304218468,,
Pb_B,Pb,B,1,2.3,0.03833411745371029,2.26166588254629,,
Nb_O,Nb,O,1,2.3,0.3863018934948543,1.913698106505145,1.9135,0.37
Si_As,Si,As,1,2.3,-0.001167095966948306,2.301167095966948,2.31,0.37
Ni_Ar,Ni,Ar,0,2.3,0.2616585195363313,2.038341480463668,,
Pa_H,Pa,H,1,2.31,0.305394629274903,2.004605370725097,,
K_He,K,He,0,2.31,0.4310509954132864,1.878949004586713,,
Pr_He,Pr,He,0,2.31,0.4408009485885123,1.869199051411487,,
Tc_B,Tc,B,1,2.31,0.3357211072874479,1.974278892712552,,
Ti_N,Ti,N,1,2.31,0.4048045422142988,1.905195457785701,1.918,0.37
Si_Ge,Si,Ge,1,2.31,0.05281728249485793,2.257182717505142,,
Si_Se,Si,Se,1,2.31,0.05396308104271696,2.256036918957283,2.26,0.37
Si_Br,Si,Br,1,2.31,0.1097538989238214,2.200246101076178,2.2,0.37
Ni_P,Ni,P,1,2.31,0.1700843762296551,2.139915623770345,2.17,0.37
Nd_H,Nd,H,1,2.32,0.3244939617248288,1.995506038275171,,
Ce_He,Ce,He,0,2.32,0.4374069280066509,1.882593071993349,,
Be_Pt,Be,Pt,0,2.32,0.2691727350599766,2.050827264940024,,
Be_Au,Be,Au,0,2.32,0.2959990501769666,2.024000949823034,,
Bi_B,Bi,B,1,2.32,0.03489668540838903,2.285103314591611,,
Na_O,Na,O,1,2.32,0.5344418098351628,1.785558190164837,1.767666666666667,0.3699999999999999
Zr_F,Zr,F,1,2.32,0.4830099816643398,1.83699001833566,1.85,0.37
Hf_F,Hf,F,1,2.32,0.4678353233835427,1.852164676616457,1.85,0.37
Al_Si,Al,Si,1,2.32,0.2038332349950314,2.116166765004969,,
Kr_Kr,Kr,Kr,0,2.32,-0.005217355260647094,2.325217355260647,,
Li_S,Li,S,1,2.33,0.3857199935006165,1.944280006499383,1.94,0.37
Ti_C,Ti,C,1,2.33,0.4152071682584691,1.914792831741531,,
W_N,W,N,1,2.33,0.2787125138224199,2.05128748617758,2.06,0.37
Ca_F,Ca,F,1,2.33,0.4770542941511238,1.852945705848876,1.856,0.37
Zr_Ne,Zr,Ne,0,2.33,0.4829995904046495,1.847000409595351,,
Hf_Ne,Hf,Ne,0,2.33,0.4696762262224937,1.860323773777506,,
Si_Zn,Si,Zn,1,2.33,0.0675649947048752,2.262435005295125,,
Si_Ga,Si,Ga,1,2.33,0.1215947462702943,2.208405253729706,,
K_H,K,H,1,2.34,0.2589173876405626,2.081082612359437,2.1,0.37
Pr_H,Pr,H,1,2.34,0.3228992565933874,2.017100743406612,2.02,0.37
Th_He,Th,He,0,2.34,0.4205129501849101,1.91948704981509,,
Li_Ar,Li,Ar,0,2.34,0.4440736063890633,1.895926393610937,,
Be_Co,Be,Co,0,2.34,0.2124113865877139,2.127588613412286,,
Be_Te,Be,Te,1,2.34,0.1484199923151788,2.191580007684821,2.21,0.37
Mn_B,Mn,B,1,2.34,0.4209411182017446,1.919058881798255,,
At_B,At,B,1,2.34,-0.02206485676198361,2.362064856761983,,
B_Rn,B,Rn,0,2.34,0.1230644917865301,2.21693550821347,,
Bk_O,Bk,O,1,2.34,0.2559761974564454,2.084023802543554,2.08,0.37
Cf_O,Cf,O,1,2.34,0.2643311597035471,2.075668840296453,2.07,0.37
Ca_Ne,Ca,Ne,0,2.34,0.4760274873251021,1.863972512674898,,
Cu_Cl,Cu,Cl,1,2.34,0.3842156827305579,1.955784317269442,1.978666666666667,0.3699999999999999
Hg_Cl,Hg,Cl,1,2.34,0.06323036707172502,2.276769632928275,2.265,0.37
Ce_H,Ce,H,1,2.35,0.3169682177450668,2.033031782254933,2.04,0.37
La_He,La,He,0,2.35,0.439896945399346,1.910103054600654,,
Li_P,Li,P,1,2.35,0.3107473512981796,2.039252648701821,,
Be_Cr,Be,Cr,0,2.35,0.2516789405342613,2.098321059465738,,
Be_Pd,Be,Pd,0,2.35,0.2788258799242355,2.071174120075764,,
Be_Sn,Be,Sn,0,2.35,0.2664802891509108,2.083519710849089,,
Be_Sb,Be,Sb,1,2.35,0.2407723915809561,2.109227608419044,,
Be_I,Be,I,1,2.35,0.2322255572541599,2.11777444274584,2.1,0.37
Re_B,Re,B,1,2.35,0.2567020372904796,2.093297962709521,,
W_C,W,C,1,2.35,0.3033405246023348,2.046659475397665,,
Nb_N,Nb,N,1,2.35,0.3261435304081984,2.023856469591801,2.032,0.37
Cm_O,Cm,O,1,2.35,0.1381515183054466,2.211848481694553,2.23,0.37
Si_Ni,Si,Ni,1,2.35,0.07805433534025844,2.271945664659742,,
As_Kr,As,Kr,0,2.35,0.1142809220615651,2.235719077938434,,
Be_Xe,Be,Xe,0,2.36,0.2422983829183688,2.117701617081631,,
Be_Po,Be,Po,1,2.36,0.1892851553637527,2.170714844636247,,
Sc_O,Sc,O,1,2.36,0.5049989490801883,1.855001050919812,1.849,0.37
Ta_O,Ta,O,1,2.36,0.4318060468175668,1.928193953182433,1.92,0.37
Ge_Kr,Ge,Kr,0,2.36,0.1311927638293252,2.228807236170675,,
Se_Kr,Se,Kr,0,2.36,0.1050579101804714,2.254942089819528,,
Br_Kr,Br,Kr,0,2.36,0.0977648370929082,2.262235162907092,,
Th_H,Th,H,1,2.37,0.3085717689331359,2.061428231066864,2.07,0.37
Mg_Be,Mg,Be,0,2.37,0.2886981963685471,2.081301803631453,,
Be_Ir,Be,Ir,0,2.37,0.2885223439994967,2.081477656000503,,
V_B,V,B,1,2.37,0.3862482577137082,1.983751742286292,,
Nb_C,Nb,C,1,2.37,0.332894487191068,2.037105512808932,,
Na_N,Na,N,1,2.37,0.4605006839914461,1.909499316008554,1.905,0.37
Am_F,Am,F,1,2.37,0.3706872929536184,1.999312707046382,2.0,0.37
Al_Kr,Al,Kr,0,2.37,0.2295992942841883,2.140400705715812,,
Cu_S,Cu,S,1,2.37,0.4465269970024252,1.923473002997575,1.951166666666667,0.3699999999999999
Hg_S,Hg,S,1,2.37,0.05090489715073634,2.319095102849264,2.314,0.37
La_H,La,H,1,2.38,0.3191194994300366,2.060880500569963,2.06,0.37
Be_Fe,Be,Fe,0,2.38,0.2866331215628632,2.093366878437137,,
Be_Rh,Be,Rh,0,2.38,0.2619795605218811,2.118020439478119,,
Be_In,Be,In,0,2.38,0.2307013334395644,2.149298666560435,,
Mo_B,Mo,B,1,2.38,0.2896414531475274,2.090358546852472,,
Am_Ne,Am,Ne,0,2.38,0.3714976634144029,2.008502336585597,,
Pt_Cl,Pt,Cl,1,2.38,0.2864817897104802,2.09351821028952,2.11,0.37
Au_Cl,Au,Cl,1,2.38,0.2680452203936313,2.111954779606369,2.17,0.37
Cu_Ar,Cu,Ar,0,2.38,0.36156010810532,2.01843989189468,,
Hg_Ar,Hg,Ar,0,2.38,0.0795200071647105,2.300479992835289,,
Zn_Kr,Zn,Kr,0,2.38,0.2477702283589079,2.132229771641092,,
Ga_Kr,Ga,Kr,0,2.38,0.1802261772857606,2.199773822714239,,
As_As,As,As,1,2.38,-0.02174723832641057,2.40174723832641,,
Li_Si,Li,Si,1,2.39,0.3627128860012917,2.027287113998709,,
Na_C,Na,C,1,2.39,0.4348837274523232,1.955116272547677,,
Bk_N,Bk,N,1,2.39,0.2206606630728328,2.169339336927167,,
Cf_N,Cf,N,1,2.39,0.2293321712304544,2.160667828769545,,
Cu_P,Cu,P,1,2.39,0.4021116768627206,1.987888323137279,1.931333333333333,0.3699999999999999
Hg_P,Hg,P,1,2.39,-0.005324536801931234,2.395324536801931,2.42,0.37
Ge_As,Ge,As,1,2.39,-0.0064308397047525,2.396430839704752,2.43,0.37
As_Se,As,Se,1,2.39,0.01638690791789188,2.373613092082108,2.4,0.3699999999999999
As_Br,As,Br,1,2.39,0.0720203019030844,2.317979698096915,2.35,0.37
Be_Cd,Be,Cd,0,2.4,0.2250442633292806,2.174955736670719,,
Be_Os,Be,Os,0,2.4,0.2546628811525959,2.145337118847404,,
Cm_N,Cm,N,1,2.4,0.1098758664880497,2.29012413351195,,
Al_As,Al,As,1,2.4,0.1075032549965149,2.292496745003485,2.3,0.37
Co_Cl,Co,Cl,1,2.4,0.3437051744466421,2.056294825553358,2.031,0.3699999999999999
Te_Cl,Te,Cl,1,2.4,0.04192535213781406,2.358074647862186,2.335,0.37
Ni_Kr,Ni,Kr,0,2.4,0.2934130782245946,2.106586921775405,,
Ge_Ge,Ge,Ge,1,2.4,0.04539519328847136,2.354604806711528,,
Ge_Se,Ge,Se,1,2.4,0.04927315425481693,2.350726845745183,2.35,0.37
Ge_Br,Ge,Br,1,2.4,0.1041016457907299,2.29589835420927,2.3,0.37
Se_Se,Se,Se,1,2.4,0.03015615035766039,2.36984384964234,2.36,0.37
Se_Br,Se,Br,1,2.4,0.06998906434100602,2.330010935658994,2.33,0.37
Br_Br,Br,Br,1,2.4,0.06835627618540299,2.331643723814597,,
Be_Ag,Be,Ag,0,2.41,0.2163490892691863,2.193650910730814,,
Be_Tl,Be,Tl,0,2.41,0.2628977563367161,2.147102243663284,,
Bk_C,Bk,C,1,2.41,0.2281861995184881,2.181813800481512,,
Cf_C,Cf,C,1,2.41,0.2508373545717951,2.159162645428205,,
Sc_N,Sc,N,1,2.41,0.4489842631907772,1.961015736809223,1.98,0.37
Ta_N,Ta,N,1,2.41,0.3704316563542681,2.039568343645732,2.01,0.37
Zr_O,Zr,O,1,2.41,0.484680387027147,1.925319612972853,1.9325,0.37
Hf_O,Hf,O,1,2.41,0.4706943080106736,1.939305691989327,1.923,0.37
Al_Ge,Al,Ge,1,2.41,0.1495192140765933,2.260480785923407,,
Al_Se,Al,Se,1,2.41,0.1592300603373212,2.250769939662679,2.27,0.37
Al_Br,Al,Br,1,2.41,0.2126423089322542,2.197357691067746,2.2,0.37
Pt_S,Pt,S,1,2.41,0.3177451349607581,2.092254865039242,2.08,0.37
Au_S,Au,S,1,2.41,0.3328156712768983,2.077184328723102,2.03,0.37
Cr_Cl,Cr,Cl,1,2.41,0.3073727354276231,2.102627264572377,2.096666666666667,0.3699999999999999
Pd_Cl,Pd,Cl,1,2.41,0.3183032277102871,2.091696772289713,2.05,0.37
Sn_Cl,Sn,Cl,1,2.41,0.0765228681472534,2.333477131852747,2.322,0.3699999999999999
Sb_Cl,Sb,Cl,1,2.41,0.07193017668865206,2.338069823311348,2.325,0.37
I_Cl,I,Cl,1,2.41,0.06467111524971136,2.345328884750289,2.345,0.37
Zn_As,Zn,As,1,2.41,0.1622824002290077,2.247717599770993,2.24,0.37
